ad_iD,Collector name,Shop Name,Ad name,Description,Pic,Brand,Model,Price,Type/Year,Suuq,Negotiable,state,Contact,File_name
172,Faysal,16Xidig motors,Gaadhi PROBOX ,Gaadhi PROBOX cadaan ah iib ,https://drive.google.com/file/d/1I91SFBvgUNGLLQFb2pBTGTuVjSuS7Ddi/view?usp=drivesdk,TOYOTA ,probox ,"$6,800",2009,Cars,TRUE,Hargeisa,call-063:4640332,Xidig 4.jpg
173,Faysal,17Caawiye spart parts,saliida shell ,saliida shell oo aad tayo u leh,https://drive.google.com/file/d/1JsE1lvSkwYxLhHIDgYj0D-cARGnn9L1y/view?usp=drivesdk,Saliid gaadhi,shell,$15,,Personal Accessories,TRUE,Hargeisa,call-063:4115877,Caawiye 1.jpg
174,Faysal,17Caawiye spart parts,filterka gaahi Oil filter,filterkii gaadhiga oo nooc walba leh ,https://drive.google.com/file/d/1HM5iCDVsaef6UExbQrIDqbga24wK5Rpe/view?usp=drivesdk,filtaro gawadhi,filtaro gawadhi,$4.50,,Personal Accessories,TRUE,Hargeisa,call-063:4115877,Caawiye .jpg
175,Faysal,17Caawiye spart parts,sariita sare ee Gaadhiga ,sariirta sare ee Gaadhiga oo cusub ,https://drive.google.com/file/d/1NSwdKYDvpQ_0fC_k8u6I2KsI55G2Upyv/view?usp=drivesdk,sariirta sare ee Gaadhiga oo cusub ,sariirta sare ee Gaadhiga oo cusub ,$290,,Personal Accessories,TRUE,Hargeisa,call-063:4115877,Caawiye 5.jpg
176,Faysal,17Caawiye spart parts,taahiradii Gawaadhida ,Taahiradii Gawaadhida oo aad u fiican ,https://drive.google.com/file/d/1NMHDzKWkTtVruABdUygfyE8xciH6Coa1/view?usp=drivesdk,taayiro,taayiro,$68,,Personal Accessories,TRUE,Hargeisa,call-063:4115877,Caawiye 3.jpg
177,Faysal,17Caawiye spart parts,istoobka danbe ee gaadhiga ,istoobka danbe ee gaadhiga oo kala duwan ,https://drive.google.com/file/d/1NQhbU5mdhijjpeCM-QFv2IzfBjMjDksS/view?usp=drivesdk,TOYOTA ,car stop lights,$85,,Cars,TRUE,Hargeisa,call-063:4115877,Caawiye 2.jpg
178,Faysal,18 Jameeco weyn Spart Parts,Diwayskii Gawaadhida ,Dirayskii Gawaadhida nooyadii ugu danbeeyey,https://drive.google.com/file/d/1K8CCwxnMRSnD-qvZNzmh-WWnw2QBNQXd/view?usp=drivesdk,TOYOTA ,car sits,$25,,Cars,TRUE,Hargeisa,Call-063:4426399,Jameeco weyn .jpg
179,Faysal,18 Jameeco weyn Spart Parts,Turuska land cruiser,Turuska lan cruiser oo cusub iib ,https://drive.google.com/file/d/1NVAhKcb5B0Z1s8g_vEX0kAWecsE_PYeT/view?usp=drivesdk, TOYOTA ,Turuska lan cruiser oo cusub iib ,$480,,Cars,TRUE,Hargeisa,Call-063:4426399,Jameeco weyn 1.jpg
180,Faysal,18 Jameeco weyn Spart Parts,sabarado Gaadhi,sabaradihii Gawaadhida oo kala duwan ,https://drive.google.com/file/d/1NZX0BneK-lUAabfl-d_m2NLO1GxMpecs/view?usp=drivesdk,TOYOTA ,sabaradihii Gawaadhida oo kala duwan ,$65,,Cars,TRUE,Hargeisa,Call-063:4426399,Jameeco weyn 3.jpg
181,Faysal,18 Jameeco weyn Spart Parts,shakaladii Gawaadhida ,shakaladii Gawaadhida oo kal duwan iib ,https://drive.google.com/file/d/1NW43Ar9QDEjPWt99C2_J4K14tTrDETFV/view?usp=drivesdk,TOYOTA ,shakaladii Gawaadhida oo kal duwan iib ,$30,,Cars,TRUE,Hargeisa,Call-063:4426399,Jameeco weyn 2.jpg
182,Faysal,18 Jameeco weyn Spart Parts,Ranjiyada Baabuurta,Ranjiyada Baabuurta oo kala duwan ,https://drive.google.com/file/d/1QnmnbW3jWk5AGeIeNccdF5HdDaZH_NYD/view?usp=drivesdk,paint,Ranjiyada Baabuurta oo kala duwan ,$25,,Cars,TRUE,Hargeisa,Call-063:4426399,Jameeco weyn spar.jpg
183,Faysal,19 Cayngal General Trading ,ALbaabada Guryaha ,albaaba Guryaha oo iib ah ,https://drive.google.com/file/d/1HLiU85LOPC-ThcTlGPMGA7nUugyg_3aK/view?usp=drivesdk,door,imported doors,$820,,Real-state,TRUE,Hargeisa,Call-523455,Caygal 3.jpg
184,Faysal,19 Cayngal General Trading,Jabistii lagu xidhayey  Guryaha ,Jabiistii Guryaha ee iliga lagu xidho,https://drive.google.com/file/d/1HK_qqCacoTW0AUdZxdbn6I3ZcyeMV1LA/view?usp=drivesdk,Jabiistii Guryaha ee iliga lagu xidho,Jabiistii Guryaha ee iliga lagu xidho,$34,,Real-state,TRUE,Hargeisa,Call-523455,Caygal 2.jpg
185,Faysal,19 Cayngal General Trading,Kalbadii laydhka iyo dubihii dhiska ,kalbadii laydhka iyo dubihii dhiska  FIXTOP,https://drive.google.com/file/d/1HJYzPpJjxEU3LV7h_Wj-aD6RzJLDYjp7/view?usp=drivesdk,Fixtop,Fixtop,$45,,Real-state,TRUE,Hargeisa,Call-523455,Caygal .jpg
186,Faysal,19 Cayngal General Trading,kaagagii qasabada ,kaagagii qasabada SANWA IIB ,https://drive.google.com/file/d/1HIKSic_Azb8DpHmSPc_wVbXih21Hnvlp/view?usp=drivesdk,SANWA,kaagag,$26,,Real-state,TRUE,Hargeisa,Call-523455,Caygal 1.jpg
187,Faysal,19 Cayngal General Trading,water hiater series,kulayliyaha biyaha iib ,https://drive.google.com/file/d/1IG40Anpjh0Pc92wPJgyXFrP6epE-gG7i/view?usp=drivesdk,Cemake,Kulayiye,$830,,Devices,TRUE,Hargeisa,Call-523455,Caygal general .jpg
188,Faysal,20 Jazeera ,Saadhadhka Raga ,Saadhadhka Raga oo kala duwan ,https://drive.google.com/file/d/1KsLQTQKMBQb-4DzYtXru8BKUZgYGnP2M/view?usp=drivesdk,Lacoste,Lacoste,$12,,Personal Accessories,TRUE,Hargeisa,Call-063:66000077,Jazeera f.jpg
189,Faysal,20 Jazeera,Surwaalada Raga ,Surwaalada Raga oo aad u qurux badan ,https://drive.google.com/file/d/1LB9udiFb5vnp0u5z2B2GSRA0tZ8T_jrt/view?usp=drivesdk,jeans,jeans,$24,,Personal Accessories,TRUE,Hargeisa,Call-063:66000077,Jazeera i.jpg
190,Axmed,Haji Omar,mobil solutin,hagaajinta mobilada,https://drive.google.com/file/d/19iPo0RLPLZqxkvyZ9FYRYSwWNdD_3oH-/view?usp=sharing,hagaajinta mobilada,hagaajinta mobilada,,,Services,TRUE,Hargeisa,Call-063:4850831,mobile-repair-about.jpg
191,Faysal,20 Jazeera,Kabihi sport NIKE,Kabo tayo leh Nike iib ,https://drive.google.com/file/d/1I52bdld5qvcawVtiblpiN3w6GiipcEy-/view?usp=drivesdk,Nike ,Nike ,$52,,Personal Accessories,TRUE,Hargeisa,Call-063:66000077,Jazeera.jpg
192,Faysal,20 Jazeera,Dharkii ciyaalka ,isku joogii ciyaalka oo kala duwan ,https://drive.google.com/file/d/1HdAjYZvZBas_EtpvpKZu3wcBbB7Nrkrd/view?usp=drivesdk,kids pijamas,kids pijamas,$35,,Personal Accessories,TRUE,Hargeisa,Call-063:66000077,Jazeera 1.jpg
193,Faysal,20 Jazeera,kabihii ciyaalka ,kabihii ciyaalka yaryar oo cusub iib ,https://drive.google.com/file/d/1HhDJAAp-17et_PrGGFk3HUEijiCY3w8y/view?usp=drivesdk,kabihii ciyaalka yaryar oo cusub iib ,kabihii ciyaalka yaryar oo cusub iib ,$20,,Personal Accessories,TRUE,Hargeisa,Call-063:66000077,Jazeera 2.jpg
194,Faysal,21 Garas motors ,Dameer qadiye Townace,Dameer qadiye Townace oo cusub iib ,https://drive.google.com/file/d/1OfEHfqZv-PzKbjTtPXw6sDqXpwWCbs1M/view?usp=drivesdk,TOYOTA ,Townace,"$7,200",2000,Cars,TRUE,Hargeisa,Call-0634437626,Garas motors .jpg
195,Faysal,21 Garas motors,Varossa ,Gaadhi Varossa silver oo cusub ,https://drive.google.com/file/d/1OfQctcqd6zjYjVmfCjGEdhhF3f4kUcyz/view?usp=drivesdk,TOYOTA,Varossa,"$6,400",2002,Cars,TRUE,Hargeisa,Call-0634437626,Garas 1.jpg
196,Faysal,21 Garas motors,Suzuki white,Suzuki cadaan ah oo cusub ,https://drive.google.com/file/d/1P-Jx6nG4l3U28mGGVysnBBvks2ljQ0lR/view?usp=drivesdk,Suzuki ,Suzuki,"$7,300",204,Personal Accessories,TRUE,Hargeisa,Call-0634437626,Garas 2.jpg
197,Faysal,21 Garas motors,Baska dadweynaha COASTER,Baska rakaabka COASTER ,https://drive.google.com/file/d/1XiQqR23rrXY3UHpA4QoyTdwlew323SLZ/view?usp=drivesdk,TOYOTA ,Bas COASTER,"$23,000",1996,Personal Accessories,TRUE,Hargeisa,Call-0634437626,Garas motors 7.jpg
198,Faysal,21 Garas motors,Alphard,Gaadhi Alphard ,https://drive.google.com/file/d/1aXktiyisyQ2HmYiy3kxQbUMCBzlqz7iU/view?usp=drivesdk,TOYOTA ,ALPHARD,"$7,600",2003,Personal Accessories,TRUE,Hargeisa,Call-0634437626,Garas motors 5.jpg
199,Faysal,22 sheekeeye General,sibidhkii ,sibidhkii oo tayo leh ,https://drive.google.com/file/d/1N_EaLfm3VQ_frQgd9qGY6sxMGQpGfmYB/view?usp=drivesdk,Cumaani,sibidh,$7.50,,Personal Accessories,TRUE,Hargeisa,Call-063:3325888,Sheekeeye .jpg
200,Faysal,22 sheekeeye General ,istanbarkii ,ranji istanbar oo tayo leh,https://drive.google.com/file/d/1Nbm-LBu5uWDzEMHYcaEcLou-tVnFJK89/view?usp=drivesdk,National ,rinji,$38,,Personal Accessories,TRUE,Hargeisa,Call-063:3325888,Sheekeeye 2.jpg
201,Faysal,22 sheekeeye General,garaaidkii ,Garayaaidkii dhaadheeraa ee sabada,https://drive.google.com/file/d/1NbE-LYx_N6UFN0pFBYNUtOFvsooVegar/view?usp=drivesdk,omaar ,garaayid,$18,,Personal Accessories,TRUE,Hargeisa,Call-063:3325888,Sheekeeye 1.jpg
202,Faysal,22 sheekeeye General,xadhigii tiifiiga ,xadhigii tiifiiga oo cusub,https://drive.google.com/file/d/1ebtggCIFtlU35vMAhx7G6ILcNteW_rOI/view?usp=drivesdk,xadhig,xadhigii tiifiiga oo cusub,$5,,Personal Accessories,TRUE,Hargeisa,Call-063:3325888,Sheekeeye 5.jpg
203,Faysal,22 sheekeeye General,Marmarkii ,marmarkii Guryaha oo kala Duwan oo iib ah ,https://drive.google.com/file/d/1OxzA-wHTD9dHWiAuCcL1Eplzw1UQmS9O/view?usp=drivesdk,Marmar,marmar,$34,,Personal Accessories,TRUE,Hargeisa,Call-063:3325888,Sheekeeye 3.jpg
204,Faysal,23 Sooyaal stor and shop,Bariisyadii ,Bariisyadii oo kala duwan ,https://drive.google.com/file/d/1eOwXDehd9_ty5V6xFfIWtWcCgiH8_8PN/view?usp=drivesdk,Basmati ,bariis,$8.50,,Personal Accessories,TRUE,Hargeisa,Call-0637229351,Sooyaal .jpg
205,Faysal,23 Sooyaal stor and shop,Baastooyin ,Baastooyin kala nooc ah oo tayo leh ,https://drive.google.com/file/d/1zpX6PcWtsHnaDUyVKwh2R0NtYkX7Z9Vk/view?usp=drivesdk,Rainna,baasto,$8,,Personal Accessories,TRUE,Hargeisa,Call-0637229351,Sooyaal 6.jpg
206,Faysal,23 Sooyaal stor and shop,caanooyin ,Caanooyin kala duwan ,https://drive.google.com/file/d/1Q5zwCbBP-aXX-O830dq7aGis2fT0JEd6/view?usp=drivesdk,Caano boodhe,"2.5kg Nido, Anchor, Coast",$21,,Personal Accessories,TRUE,Hargeisa,Call-0637229351,Sooyaal Stor .jpg
207,Faysal,23 Sooyaal stor and shop,Shaanbooyo ,Shaanbooyo kala duwan oo cusub ,https://drive.google.com/file/d/1Qc4oEbaIpTJyCWCYxFWhzKxMa9sLOSk0/view?usp=drivesdk,Dove,shaamboo,$7,,Personal Accessories,TRUE,Hargeisa,Call-0637229351,Sooyaal 3.jpg
208,Faysal,23 Sooyaal stor and shop,Taydhii qasaalada,taydhii qasaalada oo kala duwan ,https://drive.google.com/file/d/1Q7xZvZK3rEQLVYWDoJOFn3GwkZZyTJsj/view?usp=drivesdk,Tide,dharka cadcad,$5,,Personal Accessories,TRUE,Hargeisa,Call-0637229351,Sooyaal1.jpg
209,Faysal,24 Cadduur Stor,caanihii caruurta,caanihii caruurta oo kala duwan ,https://drive.google.com/file/d/1QV7L6rOInnOb76ImXR3FUxzNTkzMXo1I/view?usp=drivesdk,evolack,caanihii caruurta oo kala duwan ,$19,,Personal Accessories,TRUE ,Hargeisa,Call-063:4211373,Cadduur 3.jpg
210,Faysal,24 Cadduur Stor,kaluunkii daasada ,kaluunkii daasadaha oo kala duwan ,https://drive.google.com/file/d/1QAV1kDFZoP9BDxgytky_vYIlaID8sWF_/view?usp=drivesdk,Omaar,tuna,$40,,Personal Accessories,TRUE ,Hargeisa,Call-063:4211373,Cadduur Stor .jpg
211,Faysal,24 Cadduur Stor,Biiniskii daasadaha,Biiniskii oo nooc walba leh,https://drive.google.com/file/d/1QJwNl_qglRBXo-zP-I_q4u-dVbphbD22/view?usp=drivesdk,Beans ,Biiniskii oo nooc walba leh,$14,,Personal Accessories,TRUE ,Hargeisa,Call-063:4211373,Cadduur 2.jpg
212,Faysal,24 Cadduur Stor,sharaabadii quraarada ,sharaabadii quraarada oo kala duwan  SUNQUICK,https://drive.google.com/file/d/1QC8jnZdqJs9tOLU1iuZSYXDJhkMKz78V/view?usp=drivesdk,Sunquick,tropical,$1.50,2021,Personal Accessories,TRUE ,Hargeisa,Call-063:4211373,Cadduur 1.jpg
213,Faysal,24 Cadduur Stor,Olay Available ,kariimadii dumarka oo cusub,https://drive.google.com/file/d/1Q_w92xXl2KP_PrVbZZOHLWih7kVfUHTw/view?usp=drivesdk,Olay,Natural white,$25,,Personal Accessories,TRUE ,Hargeisa,Call-063:4211373,Cadduur 4.jpg
214,Faysal,25 Bidhaan Online ,gym gloves,qacmaha lagu ciyaro gym ka oo cusub,https://drive.google.com/file/d/1UpUxVgQTm8O34sHwuZIqAa7sEakQuzt-/view?usp=drivesdk,Gloves ,qacmaha lagu ciyaro gym ka oo cusub,$6,,Personal Accessories,TRUE ,Hargeisa,Call-063:4702284,Bidhaan online .jpg
215,Faysal,25 Bidhaan Online ,shandada gym ,ku qaado dharkaga gym ka ,https://drive.google.com/file/d/1UpjHV_6j9HbupE3UI6XG7KsDdzHSA8sK/view?usp=drivesdk,Sports Gym,Sports Gym,$7,,Devices,TRUE ,Hargeisa,Call-063:4702284,Bidhaan 1.jpg
216,Faysal,25 Bidhaan Online , xanbaarka ilmaha,shandada lagu qaado caruurta,https://drive.google.com/file/d/1Ut_H9GF1RZgCLCzk7GVNIWMxwt17jP7c/view?usp=drivesdk,shandada lagu qaado caruurta,shandada lagu qaado caruurta,$23,,Devices,TRUE ,Hargeisa,Call-063:4702284,Bidhaan 2.jpg
217,Faysal,25 Bidhaan Online ,daaha guryaha iyo xafiisyada,daahyo suliga een biyuhu qoyneen,https://drive.google.com/file/d/1WuwaG5JpxM9jcsWXqEXdGbHCSZ6WeYPw/view?usp=drivesdk,daahyo suliga een biyuhu qoyneen,daahyo suliga een biyuhu qoyneen,$13,,Devices,TRUE ,Hargeisa,Call-063:4702284,Bidhaan 3.jpg
218,Faysal,25 Bidhaan Online ,malabka lamaanaha,malabka farxada qoyska,https://drive.google.com/file/d/1Wq_Is7VJJNGMuOveYkRuRSvrziY2Hxh4/view?usp=drivesdk,themra,malab gaar ah,$13,,Devices,TRUE ,Hargeisa,Call-063:4702284,Bidhaan 4.jpg
219,Faysal,26 mo market Online ,kabadhka kabaha,kabadhki kabaha oo casriya tayo na leh,https://drive.google.com/file/d/1WngsbBjrI42JwdbiP2X3asuMsFeXrdXB/view?usp=drivesdk,kabadh kabo,kabadh kabo,$19,,Devices,TRUE ,Hargeisa,Call-063:4395858,Mo market .jpg
220,Faysal,26 mo market Online ,miiska laptop ka,miis laptopka oo cusub ,https://drive.google.com/file/d/1W_2YoGdM8uWT70hHk7PaSa4BSv3Z76Hu/view?usp=drivesdk,Apple ,disk,$27,,Devices,TRUE ,Hargeisa,Call-063:4395858,Mo market 1.jpg
221,Faysal,26 mo market Online ,Eeg cooker,ku karso beedka si casriya oo dhakhso leh,https://drive.google.com/file/d/1XeftMuyG3Oo4AfQbiFsUZaMkwMeH0taL/view?usp=drivesdk,Egg cocker,Egg cocker,$12,,Devices,TRUE ,Hargeisa,Call-063:4395858,Mo market 7.jpg
222,Faysal,26 mo market Online ,qalabka youtuberka,ku duubo muuqal cajiib ah,https://drive.google.com/file/d/1W54iasyzQbSPR1543rztwg67qEZEqxWe/view?usp=drivesdk,youtuber gear,youtuber gear,$27,,Devices,TRUE ,Hargeisa,Call-063:4395858,Mo  market 6.jpg
223,Faysal,26 mo market Online ,wireless micraphone,makarafoon wireless casriya oo fudud,https://drive.google.com/file/d/1WQy3l_CWggHgiMySt0V7qFU3bVVqcvmv/view?usp=drivesdk,Wireless mirophone,Wireless mirophone,$20,,Devices,TRUE ,Hargeisa,Call-063:4395858,Mo market 5.jpg
224,Faysal,27 Nuur spare parts market ,daawayasha gaadhiga,daawayasha gawadhida oo quruxbadan,https://drive.google.com/file/d/1VH3IEWFRky3RSQb3nZHhCqkAv4RP3594/view?usp=drivesdk,Toyota,Daawe taayir,$120,,Devices,TRUE ,Hargeisa,Call-063:4111120,Nuur spare parts 1.jpg
225,Faysal,27 Nuur spare parts market,badhadida noah,badhida nooha ku qurxiso gadhigaga,https://drive.google.com/file/d/1VNBvImHZybO6hlTVnve-x-mEBGbhL6g9/view?usp=drivesdk,Toyota,Badida Noohada,$29,,Devices,TRUE ,Hargeisa,Call-063:4111120,Nuur spare parts 2.jpg
226,Faysal,27 Nuur spare parts market,kofarka muyad haadka ,koforka murayad haadka lugu qurxiyo,https://drive.google.com/file/d/1VT5jIOQIu-qpBNDdbKTt5ajUdtk8Y14C/view?usp=drivesdk,Toyota,kafarka murayada Gadhiga,$25,,Devices,TRUE ,Hargeisa,Call-063:4111120,Nuur spare parts 4.jpg
227,Faysal,27 Nuur spare parts market,dhigaha baaburta,dhigaha gadhiga oo nooc walba aad ka helaso,https://drive.google.com/file/d/1WSLpOCc0VpwfHD4d3MNNA1veOlS2Ob9y/view?usp=drivesdk,Toyota,Dhigaha Gaadhiga / nooc walba,$17,,Devices,TRUE ,Hargeisa,Call-063:4111120,Nuur spare parts .jpg
228,Faysal,27 Nuur spare parts market,shaashada gadhiga,tv murayada gadhiga ama rikoodhka oo casriya,https://drive.google.com/file/d/1VLRQ9KGLalw46RpLBGO4rvfATyE9Ddxz/view?usp=drivesdk,Toyota,tv murayada gadhiga ama rikoodhka oo casriya,$85,,Devices,TRUE ,Hargeisa,Call-063:4111120,Nuur spare parts 3.jpg
229,Faysal,28 Same wade online ,kulaylisada cuntada,cunto kaydiso casriya oo tayo leh,https://drive.google.com/file/d/1VlZ8OmLlRUxiDueQSaSgPVuSFlNnzSRB/view?usp=drivesdk,kulayliso,kulayliso,$15,,Devices,TRUE ,Hargeisa,Call-063:3602405,Sama wade 1.jpg
230,Faysal,28 Sama wade online,waxvec,qalabka dhagaha lagu sifeeyo,https://drive.google.com/file/d/1X24Vm6UYSykK5f4GGW3V7XJv_D2IaSOb/view?usp=drivesdk,wax vec,wax vec,$140,,Devices,TRUE ,Hargeisa,Call-063:3602405,Sama wade .jpg
231,Faysal,28 Sama wade online,Baby playpen ,xoolka caruurta,https://drive.google.com/file/d/1XepukeKYn2jFmq0EhSNB5ZG6fX6So6rs/view?usp=drivesdk,xoolka caruurta,xoolka caruurta,$35,,Devices,TRUE ,Hargeisa,Call-063:3602405,Sama wade.jpg
232,Faysal,28 Sama wade online,bogs money,shandada lacagta,https://drive.google.com/file/d/1VVu1ioEbiEJ4K7FSosep1tYCN7zQRUXz/view?usp=drivesdk,baellerry,shandada lacagta walet,$8,,Devices,TRUE ,Hargeisa,Call-063:3602405,Sama wade 5.jpg
233,Faysal,28 Sama wade online,kabaha kubada,kabahii kubada ama buumadi kubada,https://drive.google.com/file/d/1WE3CKFkYpyA-4pJVabVo1mvSjP8CFUnR/view?usp=drivesdk,Adidas ,kabo,$13,,Devices,TRUE ,Hargeisa,Call-063:3602405,Sama wade 4.jpg
234,Faysal,29 caafi online,candy box,qalabka lagu gurto macmacaanka,https://drive.google.com/file/d/1XKgj82Nvd46X9319encz9rmYStZN3Ao-/view?usp=drivesdk,qalabka lagu gurto macmacaanka,qalabka lagu gurto macmacaanka,$11,,Devices,TRUE ,Hargeisa,Call-063:7001769,Caafi online 1.jpg
235,Faysal,29 caafi online,magic cube,ku furfur maskaxdaada ama ku ciyarsi caruurta,https://drive.google.com/file/d/1XIfwcHG0v1T4SdOy-6js8TG8jq_ui6po/view?usp=drivesdk,rubik's cube,rubik's cube,$6,,Personal Accessories,TRUE ,Hargeisa,Call-063:7001769,Caafi online .jpg
236,Faysal,29 caafi online,face cleaner,ku dhaqo wajiga oo ku nuuri ,https://drive.google.com/file/d/1X3dgCFUa-dJRQNBZUYUOHgr6ltySRWsd/view?usp=drivesdk,face massager/washer,face massager/washer,$14,,Devices,TRUE ,Hargeisa,Call-063:7001769,Caafi online 6.jpg
237,Faysal,29 caafi online,dharki gym ,dharka gymka lagu ciyaaro,https://drive.google.com/file/d/1W22JlPNrf-4cr53wGig25cii_WYJLcez/view?usp=drivesdk,dharka gymka lagu ciyaaro,dharka gymka lagu ciyaaro,$12,,Personal Accessories,TRUE ,Hargeisa,Call-063:7001769,Caafi online 3.jpg
238,Faysal,29 caafi online,face serums,saliida wajiga nafaqaysa,https://drive.google.com/file/d/1WjJPcmB85BT-FZu_OL_fg1I1zatnXoBu/view?usp=drivesdk,saliida wajiga nafaqaysa,saliida wajiga nafaqaysa,$8,,Devices,TRUE ,Hargeisa,Call-063:7001769,Caafi online 7.jpg
245,Faysal,30 milgo fishion ,dharka afartanbaxa caruurta ,dharka afartanbaxa caruurta oo kala duwan ,https://drive.google.com/file/d/1VcteQ0ul8N25wVYrrh90NQSkSzIq-Vao/view?usp=drivesdk,dharka afartanbaxa caruurta oo kala duwan ,dharka afartanbaxa caruurta oo kala duwan ,$25,,Devices,TRUE ,Hargeisa,call-063:4813839,Milgo fashion 4.jpg
246,Faysal,30 milgo fishion,Dharka dhaxanta caruurta ,Dharka dhaxanta looga xidho caruurta ,https://drive.google.com/file/d/1W-1DkArV_baosnvAtNkdj2GTwcT0Uic4/view?usp=drivesdk,Dharka dhaxanta looga xidho caruurta ,Dharka dhaxanta looga xidho caruurta ,$12,,Devices,TRUE ,Hargeisa,call-063:4813839,Milgo fashion 1.jpg
247,Faysal,30 milgo fishion,funaanada ciyaalka ,funaanado caruuta oo kala duwan ,https://drive.google.com/file/d/1W3NY620ayBkkdENI_gEdUfn9Z1g3BdW5/view?usp=drivesdk,funaanado caruuta oo kala duwan ,funaanado caruuta oo kala duwan ,$10,,Devices,TRUE ,Hargeisa,call-063:4813839,Milgo fashion 2.jpg
248,Faysal,30 milgo fishion,Biinanka hablaha ,biinanka habla loo xidho oo tayo leh ,https://drive.google.com/file/d/1VbLgHlCib0mV_5WWvKJNk3lWaRmKK6ry/view?usp=drivesdk,biinanka habla loo xidho oo tayo leh ,biinanka habla loo xidho oo tayo leh ,$4,,Devices,TRUE ,Hargeisa,call-063:4813839,Milgo fashion 3.jpg
249,Faysal,30 milgo fishion,Dharka hidaha iyo dhaqanka ,Dharka hidaha iyo dhaqanka somalida ,https://drive.google.com/file/d/1XhR5bzxqiD1HvStdjJ7xciw2T4yYeCDi/view?usp=drivesdk,Dharka hidaha iyo dhaqanka somalida ,Dharka hidaha iyo dhaqanka somalida ,$53,,Devices,TRUE ,Hargeisa,call-063:4813839,Milgo fashion 6.jpg
251,Faysal,31 kaalin online,power bank,kaydiya dabka mobila oo tayo leh,https://drive.google.com/file/d/1WuGguAQRikWdqxUGXdjaaknq2ONM0eCB/view?usp=drivesdk,Power Bank,T21A,$15,,Devices,TRUE ,Hargeisa,Call-061:5543218,Kaalan online .jpg
252,Faysal,31 kaalin online,epson l850 printer,kaabigi kalarka laha oo tayo leh,https://drive.google.com/file/d/1WdxTD_sxmsqHj01Dveh_L1gA5hsNPofM/view?usp=drivesdk,Epson Printer,L850,$255,,Devices,TRUE ,Hargeisa,Call-061:5543218,Kaalin1.jpg
253,Faysal,31 kaalin online,fingerbattery attendance system,finger ki lagu xadiriyo shaqalaha,https://drive.google.com/file/d/1WkJxAAose6ptZeVcrYsfkm15H2Zh4qn1/view?usp=drivesdk,Zkteco,Zkteco-k40,$158,,Devices,TRUE ,Hargeisa,Call-061:5543218,Kaalin 2.jpg
254,Faysal,31 kaalin online,hotmai speaker,sameecad casriya,https://drive.google.com/file/d/1WTCoPTFJqX6-kIGIU6bllbLv0dx0uWZ5/view?usp=drivesdk,Hotmai speaker ,Hotmai speaker ,$14,,Devices,TRUE ,Hargeisa,Call-061:5543218,Kaalin 3.jpg
255,Faysal,31 kaalin online,super scanner,qalabka lagu baadho dadka ,https://drive.google.com/file/d/1X3LbiGPABTjVPa5AGgcHPpyLI01MauvT/view?usp=drivesdk,Super Scanner,Super Scanner,$25,,Devices,TRUE ,Hargeisa,Call-061:5543218,Kaalin 4.jpg
256,Faysal,32 Al huda online,gacanta game,qacmaha game oo tayo leh,https://drive.google.com/file/d/1ZaEFfdOq0J03KTZevt7CXu-vIds_H-Z_/view?usp=drivesdk,Gacan Game,Gacan Game,$11,,Devices,TRUE ,Hargeisa,Call-063:4096733,Al huda online .jpg
257,Faysal,32 Al huda online,marxabad taag ah,marxabada taaga ah oo casriya tayo na leh,https://drive.google.com/file/d/1fBcsgXSdH34VNww06xoG6IFMzgQquYl7/view?usp=drivesdk,marxabada taaga ah oo casriya tayo na leh,marxabada taaga ah oo casriya tayo na leh,$15,,Devices,TRUE ,Hargeisa,Call-063:4096733,Al huda online 5.jpg
258,Faysal,32 Al huda online,mini card phone,mobil yar oo kooban danka hadal,https://drive.google.com/file/d/1_FRL5vSDszYs2qfC_06uIS-vJ-ZxaqS-/view?usp=drivesdk,mini phone,mini 3310,$25,,Devices,TRUE ,Hargeisa,Call-063:4096733,Al huda online 1.jpg
259,Faysal,32 Al huda online,shandada rimodka gadhiga,shandadaha rimoodada oo qurux iyo tayo leh,https://drive.google.com/file/d/1_Pi21Qj95AuK4caWmzEg1iZPI7f8U4uZ/view?usp=drivesdk,shandada furayaasha,shandada furayaasha,$5.99,,Devices,TRUE ,Hargeisa,Call-063:4096733,Al huda online 2.jpg
260,Faysal,32 Al huda online,miiska baadka la dhigto,miis casriya oo kooban qurux badan ,https://drive.google.com/file/d/1_F2cuMmuk3_1mvvW8fNh7BCb7Odjp5xB/view?usp=drivesdk,miis casriya oo kooban qurux badan ,miis casriya oo kooban qurux badan ,$29,,Devices,TRUE ,Hargeisa,Call-063:4096733,Al huda online .jpg
262,Faysal,33 Hargeisa Baby Center,masaasadihii ciyaalka ,masasadii ciyaalka oo kala duwan ,https://drive.google.com/file/d/1ZDkqgwjptaIPV8yz05zacaf7K3rD1EdC/view?usp=drivesdk,masasadii ciyaalka oo kala duwan ,masasadii ciyaalka oo kala duwan ,$7,,Devices,TRUE ,Hargeisa,call-063:6088889,Hargeisa baby .jpg
