ad_iD,Collector name,Shop Name,Ad name,Description,Pic,Brand,Model,Price,Type/Year,Suuq,Negotiable,state,Contact,File_name
263,Faysal,33 Hargeisa Baby Center,Gawaadhida ciyaalka ,Gawaadhida caruuta lagu ciyaarsiiyo,https://drive.google.com/file/d/1ZETCUf28K6uB0suRpgC4GATzQDyb2pR2/view?usp=drivesdk,Gawaadhida caruuta lagu ciyaarsiiyo,Gawaadhida caruuta lagu ciyaarsiiyo,$9,,Devices,TRUE ,Hargeisa,call-063:6088889,Hargeisa baby 4.jpg
264,Faysal,33 Hargeisa Baby Center,Miiska Akhriska caruurta ,Miiska ciyaalku wax ku Akhristaan ,https://drive.google.com/file/d/1Yx6GuLFyhj3Hke_BbLVh8IcXfnKVIlMI/view?usp=drivesdk,Miiska ciyaalku wax ku Akhristaan ,Miiska ciyaalku wax ku Akhristaan ,$34,,Devices,TRUE ,Hargeisa,call-063:6088889,Hargeisa baby 1.jpg
265,Faysal,33 Hargeisa Baby Center,Baaskiikii caruurata,Baaskiiladihii caruuta lagu ciyaarsiiyo ,https://drive.google.com/file/d/1YoWcyh_z4oZDt4Dyq4RDaBNwigsRvZGg/view?usp=drivesdk,Baaskiiladihii caruuta lagu ciyaarsiiyo ,Baaskiiladihii caruuta lagu ciyaarsiiyo ,$17,,Devices,TRUE ,Hargeisa,call-063:6088889,Hargeisa baby 2.jpg
266,Faysal,33 Hargeisa Baby Center,caruusadihii caruurta ,buubee ama caruusadaha caruuta ,https://drive.google.com/file/d/1ZJWHQZujgsKzIyM6xYgCN797xf86tXj6/view?usp=drivesdk,buubee ama caruusadaha caruuta ,buubee ama caruusadaha caruuta ,$16,,Devices,TRUE ,Hargeisa,call-063:6088889,Hargeisa baby 3.jpg
267,Faysal,34 muuqeeye Online ,fadhi bare ,fadhi baraha caruurta oo cusub ,https://drive.google.com/file/d/1ZMz7Tj9KsoGJYPuK4XbAxO73gdTM4vAO/view?usp=drivesdk,fadhi baraha caruurta oo cusub ,fadhi baraha caruurta oo cusub ,$25,,Devices,TRUE ,Hargeisa,call-063:7283724,Muuqeeye online 4.jpg
268,Faysal,34 muuqeeye Online,childrens ,ilaaliyaha caafimaad ee caruurta ,https://drive.google.com/file/d/1ZGk50JOvEn3nDs2aBzunI7YR7VT1u5or/view?usp=drivesdk,ilaaliyaha caafimaad ee caruurta ,ilaaliyaha caafimaad ee caruurta ,$6,,Devices,TRUE ,Hargeisa,call-063:7283724,Muuqeeye online 3.jpg
269,Faysal,34 muuqeeye Online,Tuwaalka madaxa ,ku qalaji madaxaaga tuwaal tayo leh ,https://drive.google.com/file/d/1Z2mGJ48GS5q3Y968smDIvKgCu-fvnN6e/view?usp=drivesdk,ku qalaji madaxaaga tuwaal tayo leh ,ku qalaji madaxaaga tuwaal tayo leh ,$8,,Devices,TRUE ,Hargeisa,call-063:7283724,Muuqeeye online 2.jpg
270,Faysal,34 muuqeeye Online,Uunsi electronic ah,uunsi ku shaqaynaya electronic ka ,https://drive.google.com/file/d/1Z7I8Tbr5dF8a2uyob6lf7STBObI7jkU3/view?usp=drivesdk,uunsi ku shaqaynaya electronic ka ,uunsi ku shaqaynaya electronic ka ,$13,,Devices,TRUE ,Hargeisa,call-063:7283724,Muuqeeye online 1.jpg
271,Faysal,34 muuqeeye Online,Xamaamka maqribi ,Xamaamka dumarku ku nadiifiyaan jidhkooda ,https://drive.google.com/file/d/1Z1nekEP1EY45l6xRZAHK6qnRnIQdUq_w/view?usp=drivesdk,Xamaamka dumarku ku nadiifiyaan jidhkooda ,Xamaamka dumarku ku nadiifiyaan jidhkooda ,$70,,Devices,TRUE ,Hargeisa,call-063:7283724,Muuqeeye online .jpg
272,Faysal,35 Al saalix ,Rooga yoga,rooga YOGA  oo kala duwan ,https://drive.google.com/file/d/1b78l3WNyD0acDfeo5Z36TzjF-jvUiSDJ/view?usp=drivesdk,Yoga Mat,Yoga Mat,$10,,Devices,TRUE ,Hargeisa,Call-063:6528587,Al saalix.jpg
273,Faysal,35 Al saalix,Rooga Guriga ,Rooga Guriyaha oo kala duwan ,https://drive.google.com/file/d/1b55dNM9U_2B8W_lvDizFV6fVxUmH7xQ0/view?usp=drivesdk,Roog,8023/CG1-R,$45,,Devices,TRUE ,Hargeisa,Call-063:6528587,Al saalix 1.jpg
274,Faysal,35 Al saalix,Buufiyaha cayayaanka ,buufiyaha cayayaanka oo aad galinayso  usp,https://drive.google.com/file/d/1b464ODEdKi1zqW9x9Ap5kNiRyYlq00T8/view?usp=drivesdk,Kaneeco dile,Kaneeco dile,$9,,Devices,TRUE ,Hargeisa,Call-063:6528587,Al saalix 2.jpg
275,Faysal,35 Al saalix,weight loss,miisaan dhimaha jidhka ,https://drive.google.com/file/d/1b4L0xPl8DkMZQr6Tse0JdWdMWGRjV3en/view?usp=drivesdk,Diet shake Vanilla,Diet shake Vanilla,$19,,Devices,TRUE ,Hargeisa,Call-063:6528587,Al saalix 3.jpg
276,Faysal,35 Al saalix,Dusuudii ,Dusuudii oo isku dhan oo mid wey iyo mid yarba leh ,https://drive.google.com/file/d/1bC2Q29kEc9TiWtVf2GgdVs6_7Q0K1w4W/view?usp=drivesdk,Asalih,30 pics,$60,,Devices,TRUE ,Hargeisa,Call-063:6528587,Al saalix 4.jpg
277,Faysal,36 Discount Ltr,Catherine ,shaaxa dhimama miisaanka CATHERINE ,https://drive.google.com/file/d/1eTEyHfBoK7YqldKjpgsFps2Q6Sn5inBU/view?usp=drivesdk,catherine,Tra Catherine,$13,,Food and Beverage,TRUE ,Hargeisa,call-061:3468888,Discount ltr.jpg
278,Faysal,36 Discount Ltr,Solartii ,solartii oo nooc walba leh ,https://drive.google.com/file/d/1eScTrWEYPptHcRydyvseICxNI1k52A9G/view?usp=drivesdk,GDLite,GD1000A,$45,,Devices,TRUE ,Hargeisa,call-061:3468888,Discount .jpg
279,Faysal,36 Discount Ltr,Hikvision H.265+ comera ,waa kamaradii maheradaha iyo guryaha ,https://drive.google.com/file/d/1eXFX89fEnrZRKmIC92mco2yUEZj-3S2Q/view?usp=drivesdk,AmSecu,B07W44JSH9,$195,,Devices,TRUE ,Hargeisa,call-061:3468888,Discount 3.jpg
280,Faysal,36 Discount Ltr,flash sandisk,Flash SANDISK waa falaash tayo leh ,https://drive.google.com/file/d/1eTLj8CjkoSwDp2M5TceRfX1jcuNqPO-_/view?usp=drivesdk,sandisk,sandisk,$8,,Devices,TRUE ,Hargeisa,call-061:3468888,Discount 2.jpg
281,Faysal,36 Discount Ltr,gacan aad ku qab sanayso mobilka ,gacan kuu xajinaya mobilka oo aad u fiican ,https://drive.google.com/file/d/1eXUIc_X9ea6YAPLrK9sb4iAza7-BgRJb/view?usp=drivesdk,tab holder,tab holder,$3,,Devices,TRUE ,Hargeisa,call-061:3468888,Discount 1.jpg
282,Faysal,37 Metro online,Eyebrow Shaper,suunka shucaaca baabiiya ,https://drive.google.com/file/d/1aeZ-i5F81Mt51fGGEObKmr7Y64IxTXow/view?usp=drivesdk,eye brow shapere,eye brow shapere,$3.50,,Devices,TRUE ,Hargeisa,call-061:1524262,Metro online 1.jpg
283,Faysal,37 Metro online,Handheld welding machine,Mashiinka laxaamada oo cusub ,https://drive.google.com/file/d/1ad_F13QHuBZUj1OhMXpLgJimIZnzKK7j/view?usp=drivesdk,F. Easy.d,F. Easy.d,"$1,300",,Devices,TRUE ,Hargeisa,call-061:1524262,Metro online 3.jpg
284,Faysal,37 Metro online,Wall Chaser,Mashiinka gidaarka ,https://drive.google.com/file/d/1ajDDLpwRfa03TgRQHbBwsNzoRCQU3_Lz/view?usp=drivesdk,Wall chaser,Wall chaser,$430,,Devices,TRUE ,Hargeisa,call-061:1524262,Metro online .jpg
285,Faysal,37 Metro online,Table Cutter saw,mashiinka qoriyaha jarjarta FAARAD ,https://drive.google.com/file/d/1akJl8vvFlpKHcQBzSpjQJwZBjLoAMT2U/view?usp=drivesdk,Table cutter,Table cutter,"$4,800",,Devices,TRUE ,Hargeisa,call-061:1524262,Metro online 4.jpg
286,Faysal,37 Metro online,USP Light for laptop,laabada usp leh oo aad meel kasta aad la tagi karto,https://drive.google.com/file/d/1aYUGXi9ugSGiVUgZMJDTesXGLY_zMZPc/view?usp=drivesdk,USB with LED Light,USB with LED Light,$3,,Devices,TRUE ,Hargeisa,call-061:1524262,Metro online 2.jpg
287,Faysal,38 Wajaale online,saacadihii dumarka ,sacadihii umar oo kala duwan ,https://drive.google.com/file/d/1awXisHCdhhPHaMy_d78mv-jq6q8m7bdu/view?usp=drivesdk,GUCCI,GUCCI,$145,,Personal Accessories,TRUE ,Hargeisa,Call- 063 :4646425,Wajaale online 4.jpg
288,Faysal,38 Wajaale online,laanbadii hurda ,laanbadii hurdada oo qurux badan ,https://drive.google.com/file/d/1awHqsVUNo1sAxJ1qCAnAdmni6jNsmabk/view?usp=drivesdk,table light/Night light,table light/Night light,$68,,Personal Accessories,TRUE ,Hargeisa,Call- 063 :4646425,Wajaale online 3.jpg
289,Faysal,38 Wajaale online,shaandhadii baastada ,shaandho miirtadii baastada oo casriya ,https://drive.google.com/file/d/1b-goPSrztpFy8hOOsNDwSztTQSSDJJj0/view?usp=drivesdk,shaandho miirtadii baastada oo casriya ,shaandho miirtadii baastada oo casriya ,$37,,Personal Accessories,TRUE ,Hargeisa,Call- 063 :4646425,Wajaale online 2.jpg
290,Faysal,38 Wajaale online,flexible and smooth,safti aad ku isticmaali karto moobilkaaga oona maydhayso marka uu wasakhoobo ,https://drive.google.com/file/d/1b2SoDyZcJsgUG_DcAKIJQtFztqtvmhcw/view?usp=drivesdk,lowfe thumbs,lowfe thumbs,$15,,Personal Accessories,TRUE ,Hargeisa,Call- 063 :4646425,Wajaale online 1.jpg
291,Faysal,38 Wajaale online,Technology Cool led lights,qaboojiyaha biyaha caagada ku jira ,https://drive.google.com/file/d/1aw8XdC7dg3lhax9Ll75Uzok3xW8rL_ma/view?usp=drivesdk,qaboojiyaha biyaha caagada ku jira ,qaboojiyaha biyaha caagada ku jira ,$7,,Personal Accessories,TRUE ,Hargeisa,Call- 063 :4646425,Wajaale online .jpg
292,Faysal,39 Zam Dahab ,Qooraha dahabka ,Qoorta Dahabka ee dumarka oo sees walba leh ,https://drive.google.com/file/d/1db_NQ4peLg6zOxlXYthbTgyEZYZDbGJ0/view?usp=drivesdk,Hart Shape Golden Neckless,Hart Shape Golden Neckless,$85,,Personal Accessories,TRUE ,Hargeisa,call-063: 4413353,Zam Dahab 2.jpg
293,Faysal,39 Zam Dahab ,fargalo dahab ah ,fargalada dumarka oo kala duwan ,https://drive.google.com/file/d/1xmjwsD3-_ZlDXvCvZzYcZUnWqOfLTHBs/view?usp=drivesdk,Fargalo Kaladuwan,Fargalo Kaladuwan,$35,,Personal Accessories,TRUE ,Hargeisa,call-063: 4413353,Zam Dahab 5.jpg
294,Faysal,39 Zam Dahab ,Gacmo xidhkii ,Gacmo xidhkii oo kala duwan ,https://drive.google.com/file/d/1eIGx3eoSuJz4qs9uOj47wKdnj_twFNae/view?usp=drivesdk,bracelet,bracelet,$25,,Personal Accessories,TRUE ,Hargeisa,call-063: 4413353,Zam Dahab 3.jpg
295,Faysal,39 Zam Dahab ,Gifti yadii,Gifti yadii Ardayda iyo hadiyadaha ,https://drive.google.com/file/d/1ddodQzilLf7v2heBgNzBqfORXGvLXVda/view?usp=drivesdk,Davidoff,Cool water,$30,,Personal Accessories,TRUE ,Hargeisa,call-063: 4413353,Zam Dahab 1.jpg
296,Faysal,39 Zam Dahab ,Sauvage ,cadarkan aad ayuu u fiican yahay ,https://drive.google.com/file/d/1ddnkLp2otHxcYrhd9_Jqi_Yv2KJVb6Jn/view?usp=drivesdk,Dior,SAUVAGE,$145,,Personal Accessories,TRUE ,Hargeisa,call-063: 4413353,Zam Dahab .jpg
297,Faysal,40 Dajiye ,Diingadaha Guryaha ,Jiingadaha Guryaha oo tayo leh ,https://drive.google.com/file/d/18a2IEfbtd_TZhumTHEma4cuiAffSOEZb/view?usp=drivesdk,Jiingado,Jiingado,,,Personal Accessories,TRUE ,Hargeisa,Call-570493,Dajiye 2.jpg
298,Faysal,40 Dajiye ,Qoryaha Guryaha ,Qoryaha lagu dhiso Guryaha oo nooc kasta leh ,https://drive.google.com/file/d/18abqF-1d31U48RkLTapv_hhRzqmPONMi/view?usp=drivesdk,wood,wood,,,Personal Accessories,TRUE ,Hargeisa,Call-570493,Dajiye 1.jpg
299,Faysal,40 Dajiye ,matoorada biyaha ,waxa aa helaysaa matooro kuwii biyaha oo kala duwan ,https://drive.google.com/file/d/1v-YY7mmYEFlgrJGsAsy-8DrurXLJY4pd/view?usp=drivesdk,matooro kuwii biyaha oo kala duwan,matooro kuwii biyaha oo kala duwan,,,Devices,TRUE ,Hargeisa,Call-570493,Dajiye .jpg
302,Faysal,41 Danjire 2 jigjiga yar,biraha GYMTA ,Birihii GYM oo kala duwan ,https://drive.google.com/file/d/1ef_GZKZ8Aam8_TP_JMWNw1ppDDmuw9SW/view?usp=drivesdk,dumbbells,dumbbells,,,Devices,TRUE ,Hargeisa,call-063 4475988,Danjire 2 jigjiga yar .jpg
303,Faysal,41 Danjire 2 jigjiga yar,kuraasta timaha ,kuraasta timaha lagu jaro oo aad u fiican ,https://drive.google.com/file/d/1mnlHKvvtzezHe_H3lz-OXMUExjE3Ld5v/view?usp=drivesdk,vip barbar chair,vip barbar chair,$350,,Devices,TRUE ,Hargeisa,call-063 4475988,Danjire 1.jpg
304,Faysal,41 Danjire 2 jigjiga yar,kursiga maydhi taanka ,kursiga loogu maydho qofka timaha laga xiiray,https://drive.google.com/file/d/1mnZ1lFMlUG5ONDoH-QX63IXVWlYYkko1/view?usp=drivesdk,Barber Hair Wash Chair,Barber Hair Wash Chair,$250,,Devices,TRUE ,Hargeisa,call-063 4475988,Danjire 2.jpg
305,Faysal,41 Danjire 2 jigjiga yar,Pancake maker,Pancake maker ku samayso wakhti aad u kooban keega aad doonayso ,https://drive.google.com/file/d/1mmWhTmr2TCgYGnhD7NvpO0mih16yxBkW/view?usp=drivesdk,Pancake maker,Pancake maker,$28,,Devices,TRUE ,Hargeisa,call-063 4475988,Danjire 4.jpg
306,Faysal,41 Danjire 2 jigjiga yar,Suunka murqaha ,waa suun kuu soo saayraya murqaha ,https://drive.google.com/file/d/1mjb0Tw23q57WmhYT9SpNKvYHVzySubnS/view?usp=drivesdk,Sweet Sweat,waa suun kuu soo saayraya murqaha ,$7,,Devices,TRUE ,Hargeisa,call-063 4475988,Danjire 5.jpg
307,Faysal,42 Iskaashi Genaral Trading,kiriimada umarka CLERE,Kiriimada dumarka oo tayo leh ,https://drive.google.com/file/d/1ddHrIFOF1i4q8RBKhs_bWocVpulQQIwL/view?usp=drivesdk,Clere,Clere,$8,,Devices,TRUE ,Hargeisa,call-512780,Iskaashi general trading 5.jpg
308,Faysal,42 Iskaashi Genaral Trading,NITRO ACNE SOAP ,waa kiriim saliid leh oo maqaarka sifaynaya ,https://drive.google.com/file/d/1dooLGkATzcFTDKZ3AKTl9x6TSTlFkiD9/view?usp=drivesdk,Canada,Canada,$6,,Devices,TRUE ,Hargeisa,call-512780,Iskaashi general 4.jpg
309,Faysal,42 Iskaashi Genaral Trading,Al kharwaa oil ,waa saliidihii adkaynayey  timaha ,https://drive.google.com/file/d/1eAuhN31BS9n5O-Kk4NDWt3yIqfK4dvoW/view?usp=drivesdk,Vatika,Vatika,$12,,Devices,TRUE ,Hargeisa,call-512780,Iskaashi general trading 2.jpg
310,Faysal,42 Iskaashi Genaral Trading,mkup ,mkup yadii oo kala duwan ,https://drive.google.com/file/d/1eMIDGf3s2LpYws5uxt1JE-PRUNNtfcBR/view?usp=drivesdk,makup,makup,$65,,Devices,TRUE ,Hargeisa,call-512780,Iskaashi general trading 4.jpg
311,Faysal,42 Iskaashi Genaral Trading,  AVOCADO Face & body soap,waa saamuun qurxisa wajiga iyo  nafaqeynta wajiga,https://drive.google.com/file/d/1dyu1sb5SoC8RQaQdYjLJAKT4rZNQcRfz/view?usp=drivesdk,Avacado Face and Body Soap,Avacado Face and Body Soap,$3,,Devices,TRUE ,Hargeisa,call-512780,Iskaashi general trading 4.jpg
312,Faysal,43 Aloe Vera Company,Bright,Bright waa dawo u fiican ilkakaha oo adkaynaysa ,https://drive.google.com/file/d/1davp_4p_eOxnGiEiK0K4gBJK5GbWZpHj/view?usp=drivesdk,Forever,bright,$9,,Devices,TRUE ,Hargeisa,Call-063 4007015,Aloe vera company 4.jpg
313,Faysal,43 Aloe Vera Company,Vitolize,Vitolize waa kiniinka biyo baxa degdega kuugu imanaya aad kaga rayanayso ,https://drive.google.com/file/d/1cn__ReXkL_QvdD62G8EpK0Qyjp4ve1bO/view?usp=drivesdk,Forever,vetolize,$25,,Devices,TRUE ,Hargeisa,Call-063 4007015,Aloe Vera company .jpg
314,Faysal,43 Aloe Vera Company,Forever KIDS ,Waa kiniini matamiin ah oo loogu talagay caruurta ,https://drive.google.com/file/d/1cXPlWFVfkxa_8DpsGQtNPP6QNfn82_yJ/view?usp=drivesdk,Forever,kids multivitamines yumies,$35,,Devices,TRUE ,Hargeisa,Call-063 4007015,Aloe vera company1 .jpg
315,Faysal,43 Aloe Vera Company,Forever Garcini plus,waa kiniin dabiiciya oo loogu talagaylay jarista caloosha iyo baruurta saaidka ah ,https://drive.google.com/file/d/1cnrphFwbm9ICPC1vu00P2TDxhhROdE0b/view?usp=drivesdk,Forever,garcinia plus,$13,,Devices,TRUE ,Hargeisa,Call-063 4007015,Aloe vera company 3.jpg
316,Faysal,43 Aloe Vera Company,Forever Arctic sea,waa kiniin dabiiciya oo loogu tala galay xusuusta maskaxda ,https://drive.google.com/file/d/1ccbaa2AkZeSgGmJgVohNw2HaIMh6sFtv/view?usp=drivesdk,Forever,Arctic sea,$45,,Devices,TRUE ,Hargeisa,Call-063 4007015,Aloe vera company 2.jpg
317,Faysal,44 Ramad Dental Clinic ,Beesita ilkaha ,Beerista ilkaha oo sifiican lagugu beerayo ,https://drive.google.com/file/d/1cyFMQVWNRT2QjJKSXiTr809wu-AglM5O/view?usp=drivesdk,Beerista ilkaha oo sifiican lagugu beerayo ,Beerista ilkaha oo sifiican lagugu beerayo ,,,Devices,TRUE ,Hargeisa,call-063 4420790,Ramad Dental clinic 4.jpg
318,Faysal,44 Ramad Dental Clinic ,Qurxinta ilkaha ,Qurxinta ilkaha oo siwanaagsan loogu qurxinaayo ,https://drive.google.com/file/d/1dIVBBoS-7f4RuxVieAg0C_iJPfr0hRmQ/view?usp=drivesdk,Qurxinta ilkaha oo siwanaagsan loogu qurxinaayo ,Qurxinta ilkaha oo siwanaagsan loogu qurxinaayo ,,,Devices,TRUE ,Hargeisa,call-063 4420790,Ramad Dental clinic .jpg
319,Faysal,44 Ramad Dental Clinic ,Cadaynta ilkaha ,Cadaynta ilkaha oo si qurux badan lagu cadaynayo ,https://drive.google.com/file/d/1dJlZTPFG_X5Vn_kWIo-sprhffElW_I-X/view?usp=drivesdk,Cadaynta ilkaha oo si qurux badan lagu cadaynayo ,Cadaynta ilkaha oo si qurux badan lagu cadaynayo ,,,Devices,TRUE ,Hargeisa,call-063 4420790,Ramad Dental clinic 3.jpg
320,Faysal,44 Ramad Dental Clinic ,Buuxinta ilkaha ,buuxinta ilkaha waxa laguu buuxin doonaa iliga kaa madhan oo si fiican laguugu buuxin doono,https://drive.google.com/file/d/1dJ-ouXrQkGNNSyWSmrrsN5wcVTHaDeB2/view?usp=drivesdk,buuxinta ilkaha waxa laguu buuxin doonaa iliga kaa madhan oo si fiican laguugu buuxin doono,buuxinta ilkaha waxa laguu buuxin doonaa iliga kaa madhan oo si fiican laguugu buuxin doono,,,Devices,TRUE ,Hargeisa,call-063 4420790,Ramad Dental clinic 1.jpg
321,Faysal,44 Ramad Dental Clinic ,Biro Galinta ilkaha ,birihii xaragada oo qaab qurux badan laguugu xidhi doono,https://drive.google.com/file/d/1dI9DR1Rq8h_-uPQD-92LL_sWA_e73E-M/view?usp=drivesdk,birihii xaragada oo qaab qurux badan laguugu xidhi doono,birihii xaragada oo qaab qurux badan laguugu xidhi doono,,,Devices,TRUE ,Hargeisa,call-063 4420790,Ramad Dental clinic 2.jpg
322,Jaamac,22-AL CAALAM ONLINE,samsung GALAXY A72,GALAXY /A72 /128GB/,https://drive.google.com/file/d/1dI748HEHj5NEof1tUbgAYWxw3MTnfHTq/view?usp=drivesdk,Samsung ,SAMSUNG,$430,,Devices,TRUE ,Hargeisa ,633334462,8cc98007-a31e-4ca2-8fae-54ebf058f364.JPG
323,Jaamac,22-AL CAALAM ONLINE,GURI NADIIFIYAHA GEEPAS,kunadiifi gurigaaga GEEPAS oo hawsha ku fududeenayaa,https://drive.google.com/file/d/1ufu2zBvXy6sm8QVyJur-HYWxKiv2mpCz/view?usp=drivesdk,GEEPAS,GEEPAS,$75,,,TRUE ,Hargeisa ,633334462,3c3ce746-4b88-4599-a746-2e8603c089ac.JPG
324,Jaamac,22-AL CAALAM ONLINE,LAPTOP HP,HP CORE5  /RAM ;4GB/HHD;500GB,https://drive.google.com/file/d/1ShEIeR03f9DeBHcobnIcAmfnfoGkZ0oE/view?usp=drivesdk,LABY\TOP,HP,$320,,,TRUE ,Hargeisa ,633334462,3d9b6efa-4448-4019-99e9-ee5df95aafe2.JPG
325,Jaamac,22-AL CAALAM ONLINE,MIISKA WAX AQRISKA,MIISKA WAX AQRISKA ku fudeenaya caruurtaada siwanaags inay wax u aqristaan,https://drive.google.com/file/d/1U4XdGlDvr9PTrSDxJe-cLGPSJnJG9Wym/view?usp=drivesdk,MIiskan waaxa uu kaa cawinaya wax aqriska,MIIS,$13,,,TRUE ,Hargeisa ,633334462,a36fa990-65f5-4055-864a-59a67891a8a9.JPG
326,Jaamac,22-AL CAALAM ONLINE,KABADHKA DHARKA ,kabadhka darka oo darkaaga ku asturikaraysid oo seeskisu ku qancinayo,https://drive.google.com/file/d/1FotZFdClZZnehsXCWO9iu0Iwvtkzo3h8/view?usp=drivesdk,kabadh aad uqurxoon oo dhrkaaga ku asturaya ,KABADH,$22,,,TRUE ,Hargeisa ,633334462,f9d000c9-ec2f-4a8c-808e-82919d5c8580.JPG
327,Jaamac,23-Tayosame online market,kolanbis OIL,waa saliida Timaha midabkiisa usocelinaya,https://drive.google.com/file/d/1B0sdStUx-kfCzUNKp03-IngysuuLLGOg/view?usp=drivesdk,waa saliid aad u tayo wanaagsan ,SALIIDA TIMAHA,$13,,,TRUE ,Hargeisa ,636346599,fa212c92-15e9-4be0-8096-56d06960070d.JPG
328,Jaamac,23-Tayosame online market,SHARABAADO ,sharabaadadan waa dhaxanta lagutagalay,https://drive.google.com/file/d/123Xm6476rBVGoqYC-CNV1-CiWOipy_ov/view?usp=drivesdk,sharabaad aad u dugsoon oo dhaxanata kaa ,SHARAABADO,$3,,,TRUE ,Hargeisa ,636346599,cbfff310-3380-40a8-81ff-8319a91cf1b5.JPG
329,Jaamac,23-Tayosame online market,KABO ISBORTIS AH,waa kabo isbortis ah oo aad kunafisikarto,https://drive.google.com/file/d/1sv4xWl5wLt2-B2CkyMQ2k-2x2e8AsMDT/view?usp=drivesdk,,KABO ISBORTIS AH,$10,,,TRUE ,Hargeisa ,636346599,ec39635e-0c2f-4ed7-81dd-2278b64e17fc.JPG
330,Jaamac,23-Tayosame online market,KABO SANDAL,kabahan waa sandal oo qurxoo ,https://drive.google.com/file/d/1wbG4UXJzTbz8cIVeS2-BkRT9v5E7zmKC/view?usp=drivesdk,,KABO SANDAL AH,$10,,,TRUE ,Hargeisa ,636346599,b22cb0a0-c688-4a37-9eaa-f8df2ddb675b.JPG
331,Jaamac,24-XAYASIIS ONLINE,KVM LAPTOP  BAG,waa shandada laptopkaaga kuqadan karto ,https://drive.google.com/file/d/1tIdPHCt01QUcxiJPjbMeE3eL-uJLBEI4/view?usp=drivesdk,,SHANDADA,$16,,,TRUE ,Hargeisa ,634395858,a0898791-3d04-4192-b593-b58fda33b32d.JPG
332,Jaamac,24-XAYASIIS ONLINE,CAMERA BAG,waa shandada camirada ,https://drive.google.com/file/d/1js2HLDlnd0aoDGfBgoEU-ussUd8nogac/view?usp=drivesdk,,SHANDADA CAMIRADA,$15,,,TRUE ,Hargeisa ,634395858,f99bd81f-b1fe-404b-b1d7-ea221500053f.JPG
333,Jaamac,24-XAYASIIS ONLINE,KOOBKA LAGU SHIIDO MIDHAHA,koobkan waa burburiyaha midhaha aad u adag,https://drive.google.com/file/d/1M_QiNzW7q6sr3vdsO9s8JOl6qAYmAKQv/view?usp=drivesdk,,KOOB WAX LAGU SHIIDO,$14,,,TRUE ,Hargeisa ,634395858,29dfe166-e562-421c-84db-8caf266988b3.JPG
334,Jaamac,24-XAYASIIS ONLINE,MICROPHONE YOUTUBERS,waa  sameecadaha youtuberska lagutalagalay,https://drive.google.com/file/d/19OXjKGPx7igXizrf_kKcR4iBj4SNXNR3/view?usp=drivesdk,,SAMECAD,$93,,,TRUE ,Hargeisa ,634395858,6ac8779d-79fe-4b8b-9c16-a73be1a12dff.JPG
335,Jaamac,24-XAYASIIS ONLINE,MASAAJKA MURUQA,waa makiinadi masaaj ka muruqa lagasaarayo ,https://drive.google.com/file/d/1ucpv-M1881jDKQOAXHU25WxxuCnIq6aV/view?usp=drivesdk,,MASAAJ,$23,,,TRUE ,Hargeisa ,634395858,19cf7a2e-dfca-4b08-9a5c-315cbe799870.JPG
336,Jaamac,25-CAARE online market,surwaal sof jimis ah,waa surwaal oo soft jimis oo xarago o adaad u qurxoon ,https://drive.google.com/file/d/1q5TLbpJLsZQxV40F9o1gPxrILz5lVvNq/view?usp=drivesdk,,SURWAAL,$14,,,TRUE ,Hargeisa ,634229344,8eee2c72-dc5f-4a57-ad2c-44d9a985c4d2.JPG
337,Jaamac,25-CAARE online market,surwaal isbortis ah,surwaalkan waa surwaal tuuta ah oo cinjir ah,https://drive.google.com/file/d/1vXV0PpybKpIn7jSJTvfg30FLrkY8E88o/view?usp=drivesdk,,SURWAAL TUUTO AH,$15,,,TRUE ,Hargeisa ,634229344,b031a1a0-902e-46fe-9868-89ec23abeaf1.JPG
338,Jaamac,25-CAARE online market,shaadh xarago ah,waa shaadh xarago ,https://drive.google.com/file/d/14ShwW-h5LVJpZNj3DB6fnl6lO8-F1rC4/view?usp=drivesdk,,SHAADH,$13,,,TRUE ,Hargeisa ,634229344,5011996b-6fe5-4263-9274-6da140750699.JPG
339,Jaamac,25-CAARE online market,kabo buudh ah,kabo buudh ah oo dagan ,https://drive.google.com/file/d/1v11vrypGLwkZ3J_4Z6ppbLvOT4vKTD6T/view?usp=drivesdk,,KABO BUUDH ,$24,,,TRUE ,Hargeisa ,634229344,112ecf9f-aede-4ba5-824e-caf492dc5ea8.JPG
340,Jaamac,25-CAARE online market,surwaalo adidas ah,surwaaladan waa surwaladii adidaska ahaa,https://drive.google.com/file/d/1nglXIajGU6ZgVR8jUmQcQKNg3jv1mBec/view?usp=drivesdk,,SURWAALA ADIDAS,$25,,,TRUE ,Hargeisa ,634229344,46b48a77-0c43-4990-89d8-8e9d8217013f.JPG
341,Jaamac,26-7d0ller online,fargalo iyo gacmo is wata,waa fargalo iyo silsilaDO iswata kaaso aad uqurxoon,https://drive.google.com/file/d/1USPRU3eEP2cHq3a5yQQ4Cizp-WdKCXPR/view?usp=drivesdk,,FARGAL IYO GACAN,$28,,,TRUE ,Hargeisa ,637431813,d10deaf4-109d-4bca-bb06-3cd8a0367f79.JPG
